id,주종,중분류,상품명,생산국가,생산자,주요품종,도수,음용온도,추천음식,당도,바디,산도,타닌
177,wine,레드,"카사 도노소, 석세서 블루",칠레,카사 도노소 와이너리 Casa Donoso Winery,"까리냥 (Carignan/Carignane) , 카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc)",13.0,16~18 ℃,"로스트비프, 불고기, 바비큐, 찜닭, 수육, 피자, 파스타, 햄버거, 동파육, 다양한 치즈 등과 잘 어울린다.",1,3,3,0
178,wine,레드,"카스텔로 디 아마, 키안티 클라시코",이탈리아,카스텔로 디 아마 [까스텔로 디 아마] Castello di Ama,"산지오베제 (Sangiovese) 80%, 말바시아 네라 (Malvasia nera) , 메를로 (Merlot) 20%",13.0,16~18 ℃,"비프 스테이크, 파스타, 아시안 요리, 치즈와 잘 어울린다.",1,4,4,3
179,wine,레드,"카판넬레, 50 & 50",이탈리아,까판넬레 Capannelle,"산지오베제 (Sangiovese) 50%, 메를로 (Merlot) 50%",13.0,16~18 ℃,"갈비, 등심, 구운 닭요리, 강한 맛의 치즈 등과 잘 어울린다.",1,4,4,4
180,wine,스파클링,"칸티나 꼴리 에오가네이, 모스카토 스푸만테 돌체",이탈리아,칸티나 콜리 에우가네이 Cantina Colli Euganei,모스카토 (Moscato ) 100%,6.0,6~8 ℃,"케익, 패스트리 등과 잘 어울린다.",4,1,2,1
181,wine,레드,"칼디롤라, 아만떼",이탈리아,칼디롤라 Caldirola,"산지오베제 (Sangiovese) , 기타 품종 (Other Grapes)",10.0,12~14 ℃,"생크림 케이크, 과일 등과 잘 어울린다.",4,2,3,2
182,wine,레드,"칼리테라, 에디시옹 리미타다 A",칠레,칼리테라 Caliterra,"카르메네르 (Carmenere) 48%, 말벡 (Malbec) 52%",14.0,16~18 ℃,"돼지고기,스테이크, 모든 육류등과 잘 조화를 이룬다.",1,3,5,4
183,wine,레드,"케이머스, 스페셜 셀렉션 카버네 소비뇽",미국,케이머스 빈야드 Caymus Vineyards,카베르네 소비뇽 (Cabernet Sauvignon) 100%,15.2,16~18 ℃,"비프 스테이크, 진한 풍미의 붉은 육류 요리, 난자완스 등과 잘 어울린다.",1,3,5,5
184,wine,레드,"코노 수르, 싱글 빈야드 메를로",칠레,코노 수르 Cono Sur,메를로 (Merlot) 100%,13.9,16~18 ℃,모든 육류와 잘 어울린다.,1,3,3,4
185,wine,레드,"코퍼 케인, 퀼트 나파 밸리 카베르네 소비뇽",미국,코퍼 케인 Copper Cane,카베르네 소비뇽 (Cabernet Sauvignon) 100%,14.0,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",1,4,5,4
186,wine,화이트,"크레스만, 그랑 리저브 소테른",프랑스,크레스만 Kressmann -C.V.B.G,"세미용 (Semillon) 95%, 뮈스까델 (Muscadelle) 4%, 소비뇽 블랑 (Sauvignon Blanc) 1%",13.0,10~12 ℃,"달콤함 과일계열 디저트, 말린 무화과, 블루 치즈 등과 잘 어울린다.",5,3,4,1
187,wine,화이트,클라우디 베이 샤도네이,뉴질랜드,클라우디 베이 Cloudy Bay,샤르도네 (Chardonnay) 100%,13.5,10~12 ℃,"훈제 연어, 농어, 광어, 회, 스시, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",1,3,3,1
188,wine,로제,"킬리빙빙, 스윗 립스",호주,킬리빙빙 Killibinbin,시라/쉬라즈 (Syrah/Shiraz),11.0,8~10 ℃,"연어, 참치, 해산물, 새우, 다양한 치즈, 건육, 살라미, 프로슈토, 파스타 등과 잘 어울린다.",2,3,2,1
189,wine,로제,"킬리빙빙, 스윗 립스",호주,킬리빙빙 Killibinbin,시라/쉬라즈 (Syrah/Shiraz),11.0,10~12 ℃,"베이컨, 해산물, 샐러드, 순대, 떡볶이, 아시아요리, 동남아요리 등과 잘 어울린다.",3,2,1,2
190,wine,화이트,"킬리빙빙, 스윗 하트",호주,킬리빙빙 Killibinbin,샤르도네 (Chardonnay),13.0,8~10 ℃,디저트와 잘 어울린다.,4,3,2,1
191,wine,레드,"킬리빙빙, 시크릿",호주,킬리빙빙 Killibinbin,"카베르네 소비뇽 (Cabernet Sauvignon) 62%, 시라/쉬라즈 (Syrah/Shiraz) 32%, 말벡 (Malbec) 5%",14.0,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",2,4,4,4
192,wine,레드,"타라파카, 레세르바 까베르네 소비뇽",칠레,비냐 산 페드로 타라파카 Viña San Pedro Tarapaca,"카베르네 소비뇽 (Cabernet Sauvignon) 85%, 시라/쉬라즈 (Syrah/Shiraz) 15%",13.0,16~18 ℃,"붉은 육류 요리, 미트 파스타 등과 잘 어울린다.",1,3,4,4
193,wine,레드,타임리스 나파 밸리,미국,실버 오크 Silver Oak Winery,카베르네 소비뇽 (Cabernet Sauvignon),14.5,17~19 ℃,"스테이크, 볼로네제 파스타, 소고기, 양고기 요리 등과 잘 어울린다.",1,3,5,5
194,wine,레드,"탈레, 몬테풀치아노 다브루쪼",이탈리아,까잘 타울레로 Casal Thaulero,몬테풀치아노 (Montepulciano) 100%,14.0,16~18 ℃,"모든 그릴을 이용한 육류 요리, 차가운 육류 요리, 강한 치즈 등과 잘 어울린다.",1,3,4,3
195,wine,레드,"테누떼 로세띠, 띠노 로쏘 토스카나",이탈리아,판티니 그룹 Fantini Group,"산지오베제 (Sangiovese) , 메를로 (Merlot) , 카베르네 소비뇽 (Cabernet Sauvignon)",13.0,16~18 ℃,"양갈비, 구운 사냥 고기 등의 붉은 육류, 숙성된 치즈 등과 잘 어울린다.",1,4,5,4
196,wine,레드,"테누떼 로세띠, 포지오 치베타 고베르노 알루소 토스카노",이탈리아,판티니 그룹 Fantini Group,"산지오베제 (Sangiovese) 70%, 메를로 (Merlot) 20%, 시라/쉬라즈 (Syrah/Shiraz) 5%, 카베르네 소비뇽 (Cabernet Sauvignon) 5%",13.0,16~18 ℃,"소고기 등의 붉은 육류, 야생 사냥고기, 숙성된 치즈, 크림 파스타 등과 잘 어울린다.",1,3,4,4
197,wine,레드,"테누떼 로세띠, 포지오 치베타 끼안티 클라시코",이탈리아,판티니 그룹 Fantini Group,"산지오베제 (Sangiovese) 90%, 카베르네 소비뇽 (Cabernet Sauvignon) 5%, 카나이올로 (Canaiolo) 5%",13.0,16~18 ℃,"그릴에 조리한 스테이크, 치즈 등과 잘 어울린다.",1,3,4,3
198,wine,레드,"테레다비노, '파에시 뚜오이' 바롤로",이탈리아,테레다비노 Terredavino,네비올로 (Nebbiolo) 100%,14.0,16~18 ℃,"로스트 비프, 구운 양고기, 닭이나 오리등 모든 육류와 잘 어울린다.",1,4,3,4
199,wine,레드,"텍스트북, 미장 플라스 오크빌",미국,텍스트북 Textbook,"카베르네 소비뇽 (Cabernet Sauvignon) 89%, 카베르네 프랑 (Cabernet Franc) 11%",13.0,16~18 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 버섯, 숙성치즈, 한국음식 과 잘 어울린다.",1,4,4,5
200,wine,레드,"텍스트북, 팡 드 주네 메를로",미국,텍스트북 Textbook,메를로 (Merlot),13.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",1,4,5,4
201,wine,레드,"투핸즈, 지피스 블록",호주,투 핸즈 와인즈 Two Hands Wines,시라/쉬라즈 (Syrah/Shiraz),13.0,17~19 ℃,"그릴에 구운 야채, 티본 스테이크, 안심 스테이크, 양고기, 고다 치즈, 피자 등과 잘 어울린다.",1,3,4,5
202,wine,레드,"트레드 소프틀리, 그르나쉬",호주,트레드 소프틀리 Tread Softly,그르나슈 (Grenache),10.0,16~18 ℃,None,1,3,3,3
203,wine,로제,"트레드 소프틀리, 로제",호주,트레드 소프틀리 Tread Softly,"시라/쉬라즈 (Syrah/Shiraz) , 그르나슈 (Grenache) , 카베르네 소비뇽 (Cabernet Sauvignon)",11.0,10~12 ℃,"베이컨, 생선회, 해산물, 샐러드, 순대, 떡볶이, 아시아요리, 동남아요리 등과 잘 어울린다.",1,3,3,2
204,wine,스파클링,"트레드 소프틀리, 프로세코",호주,트레드 소프틀리 Tread Softly,블렌드 (Blend ),10.0,6~8 ℃,"식전주, 건육, 프로슈토, 샐러드, 과일, 동남아요리, 아시아요리 등과 잘 어울린다.",2,3,2,1
205,wine,레드,"트루차드 빈야드, 카네로스 멜롯",미국,트루차드 빈야드 Truchard Vineyards,"메를로 (Merlot) 75%, 카베르네 프랑 (Cabernet Franc) 25%",14.0,16~18 ℃,"육류, 파스타 등과 잘 어울린다.",1,3,4,3
206,wine,레드,"트리벤토, 골든 리저브 시라",아르헨티나,트리벤토 Trivento Bodegas y Vinedos,시라/쉬라즈 (Syrah/Shiraz) 100%,13.5,16~18 ℃,삶은 살코기 요리와 계절 채소와 완벽한 조화를 이룬다.,1,4,5,4
207,wine,화이트,"트림바크, 게뷔르츠트라미너",프랑스,트림바크 Trimbach,게뷔르츠트라미너 (Gewurztraminer) 100%,13.5,8~10 ℃,"퓨젼 음식이나 양념이 강하지 않은 한국 음식, 까망베르치즈 등과 잘 어울린다.",1,3,3,1
208,wine,레드,"파비아, 카보네",미국,파비아 Favia Erickson Winegrowers,"카베르네 소비뇽 (Cabernet Sauvignon) 75%, 카베르네 프랑 (Cabernet Franc) 24%, 쁘띠 베르도 (Petit Verdot) 1%",14.8,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",1,3,4,4
209,wine,스파클링,"파스칼 도께, 꾀르 드 떼루아 프르미에 크뤼 베르투스",프랑스,파스칼 도께 Pascal Doquet,"샤르도네 (Chardonnay) 75%, 피노 누아 (Pinot Noir) 25%",13.0,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",1,5,4,1
210,wine,화이트,"파올로 사라꼬, 모스카토 다스티",이탈리아,파올로 사라꼬 Paolo Saracco,모스카토 (Moscato ),13.0,6~8 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",4,2,2,1
211,wine,스파클링,파이니스트 빈티지 그랑 크뤼 샴페인,프랑스,테스코 파이니스트 Tesco Finest,샤르도네 (Chardonnay) 100%,13.0,6~8 ℃,훈제 생선이나 해산물 요리와 잘 어울린다.,1,4,4,1
212,wine,스파클링,"파이퍼 하이직, 빈티지 브뤼",프랑스,파이퍼 하이직 Piper Heidsieck,"샤르도네 (Chardonnay) , 피노 누아 (Pinot Noir)",12.0,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",1,4,3,1
213,wine,레드,판티니 돈 까밀로,이탈리아,판티니 그룹 Fantini Group,"산지오베제 (Sangiovese) 85%, 카베르네 소비뇽 (Cabernet Sauvignon) 15%",13.5,16~18 ℃,"로즈마리, 세이지등의 허브를 곁들인 양갈비 구이등의 육류와 잘 어울립니다.",1,3,5,4
214,wine,화이트,"판티니, 피노 그리지오",이탈리아,판티니 그룹 Fantini Group,피노 그리지오 (Pinot Grigio),12.0,10~12 ℃,"진한 풍미의 전채요리, 흰색 육류, 치즈, 특히 생선 스프나 구운 생선 등과 잘 어울린다.",1,3,2,1
215,wine,레드,"패러다임, 카베르네 소비뇽 나파 밸리",미국,패러다임 Paradigm,"카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 쁘띠 베르도 (Petit Verdot) , 카베르네 프랑 (Cabernet Franc)",14.0,14~16 ℃,"스테이크, 바베큐, 숙성된 치즈 등과 잘 어울린다.",1,3,5,4
216,wine,화이트,"팬마라, 골든 그레이스",호주,팬마라 와인즈 Penmara wines,"세미용 (Semillon) , 베르데호 (Verdejo)",11.5,6~8 ℃,디저트류와 잘어울리고 특히 레몬 타르트나 라임 타르트와 같이 시트러스가 들어간 디저트 들과 잘 어울린다.,4,1,4,1
217,wine,레드,"페렐라다, TG 달리 에디션 레세르바",스페인,페렐라다 Perelada [Castillo de Perelada],"메를로 (Merlot) 40%, 카베르네 소비뇽 (Cabernet Sauvignon) 30%, 템프라니요 (Tempranillo) 20%, 삼소 (Samso) 10%",14.0,16~18 ℃,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.",1,4,5,4
218,wine,화이트,"펠릭스 솔리스, 아날리비아",스페인,펠리스 솔리스 Felix Solis,소비뇽 블랑 (Sauvignon Blanc) 100%,13.0,8~10 ℃,"생선 요리, 해산물, 샐러드,염소 치즈와 잘 어울린다.",1,4,1,1
219,wine,화이트,"폰타나프레다, 몬쿠코 모스카토 다스티",이탈리아,폰타나프레다 Fontanafredda,모스카토 (Moscato ),5.0,6~8 ℃,"디저트, 쿠키, 케익, 패스트리 등과 잘 어울린다.",4,2,2,1
220,wine,레드,"폰타나프레다, 바롤로 세라룽가 달바",이탈리아,폰타나프레다 Fontanafredda,네비올로 (Nebbiolo) 100%,13.0,17~20 ℃,"붉은 육류, 잘 숙성된 치즈, 에담치즈와 쇠고기, 파스타류, 버섯요리 등과 어울린다.",1,3,4,4
221,wine,레드,"폰타나프레다, 바르바레스코 코스테 루빈",이탈리아,폰타나프레다 Fontanafredda,네비올로 (Nebbiolo) 100%,13.0,16~18 ℃,"붉은 육류 요리, 잘 숙성된 치즈 등과 잘 어울린다.",1,3,3,4
222,wine,레드,"폰토디, 플라치아넬로 델라 피에베",이탈리아,폰토디 Fontodi,산지오베제 (Sangiovese) 100%,15.0,16~18 ℃,"토마토소스 파스타나 피자, 토스카나식 스테이크 '비스테카 피오렌티나'",1,4,5,4
223,wine,레드,"폴 자불레 애네, 에르미타주 '라 샤펠'",프랑스,폴 자불레 애네 Paul Jaboulet Aine,시라/쉬라즈 (Syrah/Shiraz) 100%,14.0,16~18 ℃,"모든 구운 육류, 양고기, 오리고기 등과 잘 어울린다.",1,3,5,5
224,wine,화이트,"프란자스, 게뷔르츠트라미너 아로마티코",이탈리아,프란자스 Franz-Haas,게뷔르츠트라미너 (Gewurztraminer) 100%,14.0,10~12 ℃,"버터에 살짝 튀긴 생선, 흰 육류, 야채/버섯이 들어간 리조또와 잘 어울린다.",2,3,3,1
225,wine,레드,"프랑수아 프이예, 모레 생 드니 1er 크뤼 클로 소르베",프랑스,도멘 프랑수아 프이예 Domain Francois Feuillet,피노 누아 (Pinot Noir) 100%,13.0,13~15 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.",1,4,3,3
226,wine,레드,"프레스코발디, 니포짜노 키안티 루피나 리제르바",이탈리아,프레스코발디 Frescobaldi,"산지오베제 (Sangiovese) 90%, 기타 품종 (Other Grapes) 10%",13.0,16~18 ℃,"가금류 요리, 후라이드 치킨 등과 잘 어울린다.",1,3,3,4
227,wine,스파클링,"프레시넷, 프로세코",이탈리아,프레시넷 Freixenet,글레라 (Glera),11.0,6~8 ℃,"샐러드, 부드러운 치즈, 단단한 치즈, 디저트, 과일, 밀가루 음식 등과 잘 어울린다.",1,5,2,1
228,wine,레드,"프레이 브라더스, 멜롯",미국,프레이 브라더스 Frei Brothers,메를로 (Merlot),14.0,16~18 ℃,"스테이크, 불고기, 닭고기 등의 육류요리와 잘 어울린다.",1,3,4,3
229,wine,화이트,"프렌치 비치스, 콜린 다무르",프랑스,프렌치 비치스 French Beaches,"그로 만생 (Gros Manseng) 45%, 쁘띠 만생 (Petit Manseng) 20%, 우니 블랑 (Ugni Blanc) 20%, 콜롱바르 (Colombard) 15%",13.0,14~16 ℃,"허브를 곁들인 타파스, 커리, 그라탕, 카야잼 토스트 등과 잘 어울린다.",3,2,2,1
230,wine,레드,프리스트 랜치 코치건,미국,프리스트 랜치 와이너리 Priest Ranch Winery,"카베르네 소비뇽 (Cabernet Sauvignon) 75%, 메를로 (Merlot) 12.5%, 쁘띠 베르도 (Petit Verdot) 12.5%",15.5,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",1,3,5,4
231,wine,로제,"핀카 바카라, 로제",스페인,핀카 바카라 Finca Bacara,가르나차 (Garnacha),12.5,10~12 ℃,"흰 살 생선 구이, 수비드한 돼지고기 요리, 소시지 요리 등과 잘 어울린다.",1,3,2,1
232,wine,레드,"핑카 펠라, 깔라 레이 템프라니요 시라",스페인,판티니 그룹 Fantini Group,"템프라니요 (Tempranillo) 80%, 시라/쉬라즈 (Syrah/Shiraz) 20%",14.0,16~18 ℃,"구운 고기, 치즈 등과 잘 어울린다.",1,3,3,3
233,wine,레드,"핑카 펠라, 엘 마소",스페인,판티니 그룹 Fantini Group,가르나차 틴토레라 (Garnacha Tintorera) 100%,15.5,16~18 ℃,"첫번째 코스 요리, 붉은 육류로 조리한 요리 등과 잘 어울린다.",1,3,4,4
234,wine,레드,하디스 빈 619 카베르네 소비뇽,호주,하디스 Hardy's,카베르네 소비뇽 (Cabernet Sauvignon) 100%,13.0,16~18 ℃,"갈비구이, 삼겹살, 만두, 햄 등과 잘 어울린다.",1,4,3,3
235,wine,레드,"하디스, 노타지 힐 까베르네 쉬라즈",호주,하디스 Hardy's,"카베르네 소비뇽 (Cabernet Sauvignon) , 시라/쉬라즈 (Syrah/Shiraz)",13.5,16~18 ℃,"양념 오리 요리, 매콤한 양고기 요리와 잘 어울린다.",1,3,3,3
236,wine,화이트,"하디스, 브이알 샤르도네",호주,하디스 Hardy's,샤르도네 (Chardonnay) 100%,13.0,10~12 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",1,2,3,1
237,wine,레드,"하디스, 브이알 쉬라즈",호주,하디스 Hardy's,시라/쉬라즈 (Syrah/Shiraz) 100%,13.5,16~18 ℃,"스테이크, 로스트비프, 양갈비, 바비큐, 불고기, 양념갈비, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다.",1,2,3,3
238,wine,화이트,"하디스, 스탬프 샤르도네 세미용",호주,하디스 Hardy's,"샤르도네 (Chardonnay) , 세미용 (Semillon)",13.0,10~12 ℃,"치킨, 돼지고기, 크리미한 파스타, 스파이시한 해산물 요리, 아시안 요리 등과 잘 어울린다.",1,4,2,1
239,wine,레드,"하디스, 스탬프 카베르네 메를로",호주,하디스 Hardy's,"카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 말벡 (Malbec)",13.0,16~18 ℃,"소고기, 돼지고기 등과 잘 어울린다.",1,3,3,3
240,wine,레드,하이 플라이어 센터라인,미국,써머스톤 빈야드 Somerston Vineyard,"쁘띠 시라 (Petite Sirah) 45%, 시라/쉬라즈 (Syrah/Shiraz) 30%, 템프라니요 (Tempranillo) 18%, 기타 품종 (Other Grapes) 7%",14.8,16~18 ℃,"양파와 당근을 곁들인 갈비찜, 매콤한 양념이 가미된 해산물 찜, 그릴에 구워진 양갈비 등과 잘 어울린다.",1,3,5,5
241,wine,레드,"하이드 드 빌렌, 벨르 쿠진느",미국,하이드빌렌와인 Hyde de Villaine,"메를로 (Merlot) 53%, 카베르네 소비뇽 (Cabernet Sauvignon) 47%",13.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈 등과 잘 어울린다.",1,3,5,4
242,wine,레드,핸드 인 핸드 그랑 레세르바,칠레,비냐 마올라 Vina Maola,카베르네 소비뇽 (Cabernet Sauvignon) 100%,14.0,16~18 ℃,그릴하거나 로스트한 소고기와 잘 어울린다.,1,3,5,4
243,wine,스파클링,"볼랭저, 알디",프랑스,볼랭저 Bollinger,"피노 누아 (Pinot Noir) 60%, 샤르도네 (Chardonnay) 40%",13.0,6~8 ℃,"버섯 리조또, 가벼운 까나페, 치즈 (꽁떼 comte)와 잘 어울린다.",1,3,4,1
244,wine,레드,"비네티 델 불투레, 피아노 델 체로",이탈리아,비네티 델 불투레 Vigneti del Vulture,알리아니코 (Aglianico) 100%,14.5,16~18 ℃,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 양념이 된 치즈, 붉은 육류 등 고급 스테이크등과 함께하면 좋다.",1,2,5,4
245,wine,레드,"이모스, 피노 누아",미국,이모스 Emos,피노 누아 (Pinot Noir),14.0,14~16 ℃,"세이지, 허브 그레이비, 로즈메리, 크랜베리를 곁들인 미국 동부식 칠면조 요리, 닭요리와 잘 어울린다.",1,3,3,3
246,wine,스파클링,"크룩, 클로 드 앙보네이",프랑스,크룩 Krug,피노 누아 (Pinot Noir) 100%,12.0,8~10 ℃,"각종 고기, 향이 가미된 양고기, 오리 가슴살 또는 소고기 립, 훈연한 야채 등과 잘 어울린다.",1,4,3,1
247,wine,레드,판티니 까살레 베끼오 몬테풀치아노 다브루쪼,이탈리아,판티니 그룹 Fantini Group,몬테풀치아노 (Montepulciano) 100%,14.0,16~18 ℃,그레이비 소스의 닭안심고르곤졸라 크림소스의 쇠고기 안심 파스타 등과 잘 어울린다.,1,3,4,4
248,wine,화이트,"도멘 마뜨노 말라흐, 부르고뉴 오뜨 꼬뜨 드 본 블랑",프랑스,도멘 마뜨노 말라흐 Domaine Martenot Mallard,샤르도네 (Chardonnay) 100%,13.0,8~10 ℃,None,1,3,2,1
249,wine,레드,"도미누스 에스테이트, 도미누스",미국,도미누스 이스테이트 Dominus Estate,"카베르네 소비뇽 (Cabernet Sauvignon) 83%, 카베르네 프랑 (Cabernet Franc) 9%, 메를로 (Merlot) 5%, 쁘띠 베르도 (Petit Verdot) 3%",13.0,16~18 ℃,"비프 스테이크, 양고기 바베큐, 오리 꽁피 등과 잘 어울린다.",1,3,5,5
250,wine,레드,"로르나노, 키안티 클라시코 레제르바 '레 반디트'",이탈리아,파토리아 로르나노 Fattoria Lornano,산지오베제 (Sangiovese) 100%,14.0,16~18 ℃,"오일 베이스 파스타, 트러플 요리 등 향이 진한 음식, 육향이 진한 스테이크 그리고 치즈 등과 잘 어울린다.",1,4,4,3
251,wine,레드,"로버트 몬다비, 까베르네 소비뇽 리저브",미국,로버트 몬다비 Robert Mondavi,"카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot)",14.0,17~19 ℃,어울리는 음식은 파스타를 비롯한 다양한 음식에 모두 다 잘 어울린다.,1,4,5,5
252,wine,레드,"바틱, 메를로",슬로베니아,바틱 Batic,메를로 (Merlot) 100%,13.0,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 불고기, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다.",1,3,4,2
253,wine,레드,샤또 데 뚜르 그랑드 리저브 꼬뜨 뒤 론,프랑스,샤또 하야스 Chateau Rayas,블렌드 (Blend ),14.0,16~19 ℃,"양고기, 파스타, 갈비, 바베큐, 치즈, 살라미 등과 잘 어울린다.",1,3,3,3
254,wine,화이트,샤토 디켐,프랑스,샤또 디켐 Chateau d'Yquem - Premier Cru Supèrieur,"세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)",13.0,8~10 ℃,"푸아그라, 블루 치즈, 초콜렛 등과 잘 어울린다.",5,4,5,1
255,wine,스파클링,"샴페인 드라피에, 콰투아",프랑스,샴페인 드라피에 Champagne Drappier,"아르반 (Arbanne) 25%, 쁘띠 메슬리에 (Petit Meslier ) 25%, 피노 블랑 (Pinot Blanc) 25%, 샤르도네 (Chardonnay) 25%",12.0,6~8 ℃,"알리오 올리오 파스타, 송아지 카르파쵸, 연어 스테이크, 치즈 등과 잘 어울린다.",1,5,3,1
256,wine,스파클링,"샴페인 미쉘 고네, 블랑 드 블랑 그랑 크뤼 꿰르 드 메닐",프랑스,샴페인 미쉘 고네 Michel Gonet & Fils,샤르도네 (Chardonnay) 100%,12.0,8~10 ℃,None,1,4,2,1
257,wine,화이트,섭스턴스 소비뇽 블랑,미국,하우스 오브 스미스 House of Smith,소비뇽 블랑 (Sauvignon Blanc),13.0,10~12 ℃,"회, 스시, 연어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",1,3,4,1
258,wine,레드,"슈미트 숀, 돈펠더 라인헤센",독일,슈미트 숀 Schmitt Sohne,돈펠더 (Dornfelder),9.0,6~8 ℃,"육류, 매콤한 한국음식 등과 잘 어울린다.",3,4,2,3
259,wine,레드,"스프링필드, 워크 오브 타임",남아프리카,스프링필드 에스테이트 Springfield Estate,"메를로 (Merlot) 40%, 카베르네 프랑 (Cabernet Franc) 23%, 카베르네 소비뇽 (Cabernet Sauvignon) 21%, 쁘띠 베르도 (Petit Verdot) 16%",13.5,16~18 ℃,치즈 및 육류와 잘 어울린다.,1,3,4,3
260,wine,레드,"실버 오크, 알렉산더 밸리 까베르네 소비뇽",미국,실버 오크 Silver Oak Winery,"카베르네 소비뇽 (Cabernet Sauvignon) 98%, 메를로 (Merlot) 2%",13.0,16~18 ℃,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈 등과 잘 어울린다.",1,3,5,5
261,wine,화이트,"아리온, 모스카토 다스티",이탈리아,아리오네 Arione,모스카토 (Moscato ) 100%,5.0,8~10 ℃,"초콜렛 케익, 푸레쉬한 과일, 비스켓 등 디저트와 잘 어울리는 와인이다.",4,2,2,1
262,wine,화이트,"아마이나, 가든 블렌드 화이트",칠레,아마이나 Amayna,"리슬링 (Riesling) , 루산느 (Roussanne) , 비오니에 (Viognier) , 소비뇽 그리 (Sauvignon Gris)",13.0,8~10 ℃,"생선, 해산물과 잘 어울린다.",1,3,2,1
263,wine,레드,"엘레베, 시라 그르나슈",프랑스,엘레베 Eleve,"시라/쉬라즈 (Syrah/Shiraz) 50%, 그르나슈 (Grenache) 50%",13.0,15~17 ℃,"소고기, 바비큐 요리, 파스타, 초콜릿이 들어간 디저트류 등과 잘 어울린다.",1,3,3,3
264,wine,화이트,이그렉 디켐,프랑스,샤또 디켐 Chateau d'Yquem - Premier Cru Supèrieur,"세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)",13.0,8~10 ℃,"돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다.",1,4,4,1
265,wine,레드,"이노바투스, 카베르네 소비뇽 나파밸리",미국,이노바투스 Innovatus,카베르네 소비뇽 (Cabernet Sauvignon) 100%,14.0,16~18 ℃,"불고기, 토마호크 스테이크, 갈비와 잘 어울린다.",1,3,4,3
266,wine,레드,"이모스, 나파 리저브 카베르네 소비뇽",미국,이모스 Emos,카베르네 소비뇽 (Cabernet Sauvignon),14.0,16~18 ℃,"비프부르기뇽, 소고기찜, 스테이크 등과 잘 어울린다.",1,2,4,5
267,wine,레드,"이모스, 카베르네 프랑",미국,이모스 Emos,"카베르네 프랑 (Cabernet Franc) 80%, 메를로 (Merlot) 20%",15.0,16~18 ℃,레드와인에 절인 소고기요리와 잘 어울린다.,1,2,3,4
268,wine,화이트,"콩스가르드, 더 저지 샤르도네",미국,콩스가르드 Kongsgaard,샤르도네 (Chardonnay) 100%,14.0,10~12 ℃,"담백한 닭고기 메뉴, 생선이나 흰색의 육류로 만들어진 모든 음식 등과 잘 어울린다.",1,3,4,1
