,중분류,상품명,생산국가,상세정보
wine,화이트,"팬마라, 골든 그레이스",호주,"생산자
팬마라 와인즈 Penmara wines
국가/생산지역
호주(Australia) > 뉴 사우스 웨일즈(New South Wales) > 리베리나(Riverina)
주요품종
세미용 (Semillon) , 베르데호 (Verdejo)
알코올
11.5 %
음용온도
6~8 ℃
추천음식
디저트류와 잘어울리고 특히 레몬 타르트나 라임 타르트와 같이 시트러스가 들어간 디저트 들과 잘 어울린다.
수입사
레뱅   "
wine,레드,"페렐라다, TG 달리 에디션 레세르바",스페인,"생산자
페렐라다 Perelada [Castillo de Perelada]
국가/생산지역
스페인(Spain) > 엠포르다(Emporda(Amporda))
주요품종
메를로 (Merlot) 40%, 카베르네 소비뇽 (Cabernet Sauvignon) 30%, 템프라니요 (Tempranillo) 20%, 삼소 (Samso) 10%
스타일
Spanish Red
알코올
14~15 %
음용온도
16~18 ℃
추천음식
와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.
수입사
금양인터내셔날   "
wine,화이트,"펠릭스 솔리스, 아날리비아",스페인,"생산자
펠리스 솔리스 Felix Solis
국가/생산지역
스페인(Spain) > 루에다(Rueda)
주요품종
소비뇽 블랑 (Sauvignon Blanc) 100%
스타일
Spanish Sauvignon Blanc
등급
Rueda DO(DOP)
양조
와인 제조 과정은 모든 단계에서 세심하게 통제, 발효는 14~16ºC 사이의 스테인리스강 탱크에서 이루어짐
알코올
13~14 %
음용온도
8~10 ℃
추천음식
생선 요리, 해산물, 샐러드,염소 치즈와 잘 어울린다.
기타정보
*GOLD
2020 Berliner Wein Trophy: Analivia Sauvignon Blanc 2019
2019 Berliner Wein Trophy: Analivia Sauvignon Blanc 2018

*SILVER
2019 Concurso Internacional de Vinos de España (CINVE): Analivia Sauvignon Blanc 2018
2019 Mundus Vini: Analivia Sauvignon Blanc 2018
수입사
비노스와인   "
wine,화이트,"폰타나프레다, 몬쿠코 모스카토 다스티",이탈리아,"생산자
폰타나프레다 Fontanafredda
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 아스티(Asti)
주요품종
모스카토 (Moscato )
스타일
Italian Asti
알코올
5~6 %
음용온도
6~8 ℃
추천음식
디저트, 쿠키, 케익, 패스트리 등과 잘 어울린다.
수입사
롯데칠성음료   "
wine,레드,"폰타나프레다, 바롤로 세라룽가 달바",이탈리아,"생산자
폰타나프레다 Fontanafredda
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 바롤로(Barolo)
주요품종
네비올로 (Nebbiolo) 100%
스타일
Italian Barolo
등급
Barolo DOCG(DOP)
알코올
13~14 %
음용온도
17~20 ℃
추천음식
붉은 육류, 잘 숙성된 치즈, 에담치즈와 쇠고기, 파스타류, 버섯요리 등과 어울린다.
기타정보
*2003 빈티지: Robert Parker 90점
수입사
롯데칠성음료   "
wine,레드,"폰타나프레다, 바르바레스코 코스테 루빈",이탈리아,"생산자
폰타나프레다 Fontanafredda
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 바르바레스코(Barbaresco)
주요품종
네비올로 (Nebbiolo) 100%
스타일
Italian Barbaresco
등급
Barbaresco DOCG(DOP)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
붉은 육류 요리, 잘 숙성된 치즈 등과 잘 어울린다.
기타정보
*Wine & Spirits 91점
*와인21닷컴 기자들이 선정한 '바롤로 & 바르바레스코' BEST10 와인
수입사
롯데칠성음료   "
wine,레드,"폰토디, 플라치아넬로 델라 피에베",이탈리아,"생산자
폰토디 Fontodi
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana)
주요품종
산지오베제 (Sangiovese) 100%
스타일
Central Italy Red
등급
Toscana IGT(IGP)
음용온도
16~18 ℃
추천음식
토마토소스 파스타나 피자, 토스카나식 스테이크 '비스테카 피오렌티나'
기타정보
*2012: Korea Wine Challenge 2017 베스트 이태리 레드
*죽기 전에 꼭 마셔봐야 할 와인 1001 - 닐 베케트 외 공저
수입사
신세계엘앤비   "
wine,레드,"폴 자불레 애네, 에르미타주 '라 샤펠'",프랑스,"생산자
폴 자불레 애네 Paul Jaboulet Aine
국가/생산지역
프랑스(France) > 론(Rhone) > 에르미타주(Hermitage)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 100%
스타일
Northern Rhône Red
등급
Hermitage AOC(AOP)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
모든 구운 육류, 양고기, 오리고기 등과 잘 어울린다.
기타정보
*Wine Spectator 선정 20세기 와인 12선 중 하나
*Robert Parker 100점 - 1961, 1978, 1990 빈티지
*2018 빈티지: Robert Parker 98-100점
*2017 빈티지: Robert Parker 98점, Jeb Dunnuck 99점
*2016 빈티지: Robert Parker 96점, Wine Spectator 91점
*2006 빈티지: Robert Parker 90점, Wine & Spirits 93점
*1996 빈티지: Robert Parker 92점, Wine Spectator 94점
*1990 빈티지: Robert Parker 100점
*1978 빈티지: Robert Parker 100점
*1961 빈티지: Robert Parker 100점
수입사
나라셀라   올빈와인   "
wine,화이트,"프란자스, 게뷔르츠트라미너 아로마티코",이탈리아,"생산자
프란자스 Franz-Haas
국가/생산지역
이탈리아(Italy) > 트렌티노-알토 아디제(Trentino-Alto Adige)
주요품종
게뷔르츠트라미너 (Gewurztraminer) 100%
알코올
14 %
음용온도
10~12 ℃
추천음식
버터에 살짝 튀긴 생선, 흰 육류, 야채/버섯이 들어간 리조또와 잘 어울린다."
wine,레드,"프랑수아 프이예, 모레 생 드니 1er 크뤼 클로 소르베",프랑스,"생산자
도멘 프랑수아 프이예 Domain Francois Feuillet
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 뉘(Côte de Nuits) > 모레이-생-드니(Morey-St-Denis)
주요품종
피노 누아 (Pinot Noir) 100%
음용온도
13~15 ℃
추천음식
로스트비프, 오리고기, 닭고기, 연어, 참치, 송이버섯, 구운 아스파라거스, 콩테, 다양한 치즈와 잘 어울린다.
수입사
에노테카코리아   "
wine,레드,"프레스코발디, 니포짜노 키안티 루피나 리제르바",이탈리아,"생산자
프레스코발디 Frescobaldi
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 키안티(Chianti)
주요품종
산지오베제 (Sangiovese) 90%, 기타 품종 (Other Grapes) 10%
스타일
Central Italy Red
등급
Chianti Rufina DOCG(DOP)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
가금류 요리, 후라이드 치킨 등과 잘 어울린다.
기타정보
*와인스펙테이터 Top100에 4번이나 선정
*빈티지에 상관없이 일관된 퍼포먼스를 보여주어 어떤 자리에서 만나도 기대를 충족시켜주는 밸류 와인으로 인정받는 와인이다.
수입사
신세계엘앤비   "
wine,스파클링,"프레시넷, 프로세코",이탈리아,"생산자
프레시넷 Freixenet
국가/생산지역
이탈리아(Italy) > 베네토(Veneto)
주요품종
글레라 (Glera)
등급
Prosecco DOC(DOP)
알코올
11~12 %
음용온도
6~8 ℃
추천음식
샐러드, 부드러운 치즈, 단단한 치즈, 디저트, 과일, 밀가루 음식 등과 잘 어울린다.
수입사
금양인터내셔날   "
wine,레드,"프레이 브라더스, 멜롯",미국,"생산자
프레이 브라더스 Frei Brothers
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 드라이 크릭 밸리(Dry Creek Valley)
주요품종
메를로 (Merlot)
등급
Dry Creek Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
스테이크, 불고기, 닭고기 등의 육류요리와 잘 어울린다."
wine,화이트,"프렌치 비치스, 콜린 다무르",프랑스,"생산자
프렌치 비치스 French Beaches
국가/생산지역
프랑스(France)
주요품종
그로 만생 (Gros Manseng) 45%, 쁘띠 만생 (Petit Manseng) 20%, 우니 블랑 (Ugni Blanc) 20%, 콜롱바르 (Colombard) 15%
음용온도
14~16 ℃
추천음식
허브를 곁들인 타파스, 커리, 그라탕, 카야잼 토스트 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,레드,프리스트 랜치 코치건,미국,"생산자
프리스트 랜치 와이너리 Priest Ranch Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 75%, 메를로 (Merlot) 12.5%, 쁘띠 베르도 (Petit Verdot) 12.5%
스타일
Californian Bordeaux Blend
등급
Napa Valley AVA
알코올
15.5 %
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.
기타정보
*2014 빈티지: Robert Parker 91점, Wine Enthusiast 90점
수입사
와인투유코리아   "
wine,로제,"핀카 바카라, 로제",스페인,"생산자
핀카 바카라 Finca Bacara
국가/생산지역
스페인(Spain) > 후미야(Jumilla)
주요품종
가르나차 (Garnacha)
등급
Jumilla DO(DOP)
알코올
12.5~13.5 %
음용온도
10~12 ℃
추천음식
흰 살 생선 구이, 수비드한 돼지고기 요리, 소시지 요리 등과 잘 어울린다.
기타정보
*비건 와인
수입사
씨에스알와인   "
wine,레드,"핑카 펠라, 깔라 레이 템프라니요 시라",스페인,"생산자
판티니 그룹 Fantini Group
국가/생산지역
스페인(Spain) > 라 만차(La Mancha)
주요품종
템프라니요 (Tempranillo) 80%, 시라/쉬라즈 (Syrah/Shiraz) 20%
스타일
Spanish Tempranillo
양조
템프라니요는 스테인리스 스틸 탱크에서 7일간 발효되는 반면, 시라는 디스테밍(수확한 포도에서 가지를 제거하는 것)을 하고 스테인리스 스틸 회전 탱크에서 발효
숙성
10-15일 동안 26°C의 온도에서 침용 과정을 거치며, 이후 가벼운 정화 작업과 저온 안정화
음용온도
16~18 ℃
추천음식
구운 고기, 치즈 등과 잘 어울린다.
수입사
(주)와이넬   "
wine,레드,"핑카 펠라, 엘 마소",스페인,"생산자
판티니 그룹 Fantini Group
국가/생산지역
스페인(Spain) > 라 만차(La Mancha)
주요품종
가르나차 틴토레라 (Garnacha Tintorera) 100%
스타일
Spanish Grenache
양조
섬세한 줄기 제거 작업을 마치고, 25일 동안 침용과 발효
숙성
이후 젖산 발효(Malo-lactic fermentation)는 아메리칸 오크와 프렌치 오크에서 12개월간 진행
음용온도
16~18 ℃
추천음식
첫번째 코스 요리, 붉은 육류로 조리한 요리 등과 잘 어울린다.
수입사
(주)와이넬   "
wine,레드,하디스 빈 619 카베르네 소비뇽,호주,"생산자
하디스 Hardy's
국가/생산지역
호주(Australia)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
알코올
13 %
음용온도
16~18 ℃
추천음식
갈비구이, 삼겹살, 만두, 햄 등과 잘 어울린다."
wine,레드,"하디스, 노타지 힐 까베르네 쉬라즈",호주,"생산자
하디스 Hardy's
국가/생산지역
호주(Australia) > 사우스 이스턴 오스트레일리아(South Eastern Australia)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 시라/쉬라즈 (Syrah/Shiraz)
알코올
13.5 %
음용온도
16~18 ℃
추천음식
양념 오리 요리, 매콤한 양고기 요리와 잘 어울린다."
wine,화이트,"하디스, 브이알 샤르도네",호주,"생산자
하디스 Hardy's
국가/생산지역
호주(Australia) > 사우스 이스턴 오스트레일리아(South Eastern Australia)
주요품종
샤르도네 (Chardonnay) 100%
알코올
13 %
음용온도
10~12 ℃
추천음식
바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다."
wine,레드,"하디스, 브이알 쉬라즈",호주,"생산자
하디스 Hardy's
국가/생산지역
호주(Australia) > 사우스 이스턴 오스트레일리아(South Eastern Australia)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 100%
알코올
13.5 %
음용온도
16~18 ℃
추천음식
스테이크, 로스트비프, 양갈비, 바비큐, 불고기, 양념갈비, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다."
wine,화이트,"하디스, 스탬프 샤르도네 세미용",호주,"생산자
하디스 Hardy's
국가/생산지역
호주(Australia) > 사우스 이스턴 오스트레일리아(South Eastern Australia)
주요품종
샤르도네 (Chardonnay) , 세미용 (Semillon)
알코올
13~14 %
음용온도
10~12 ℃
추천음식
치킨, 돼지고기, 크리미한 파스타, 스파이시한 해산물 요리, 아시안 요리 등과 잘 어울린다."
wine,레드,"하디스, 스탬프 카베르네 메를로",호주,"생산자
하디스 Hardy's
국가/생산지역
호주(Australia) > 사우스 이스턴 오스트레일리아(South Eastern Australia)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 메를로 (Merlot) , 말벡 (Malbec)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
소고기, 돼지고기 등과 잘 어울린다."
wine,레드,하이 플라이어 센터라인,미국,"생산자
써머스톤 빈야드 Somerston Vineyard
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
쁘띠 시라 (Petite Sirah) 45%, 시라/쉬라즈 (Syrah/Shiraz) 30%, 템프라니요 (Tempranillo) 18%, 기타 품종 (Other Grapes) 7%
등급
Napa Valley AVA
알코올
14.8 %
음용온도
16~18 ℃
추천음식
양파와 당근을 곁들인 갈비찜, 매콤한 양념이 가미된 해산물 찜, 그릴에 구워진 양갈비 등과 잘 어울린다.
수입사
동원와인플러스   "
wine,레드,"하이드 드 빌렌, 벨르 쿠진느",미국,"생산자
하이드빌렌와인 Hyde de Villaine
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
메를로 (Merlot) 53%, 카베르네 소비뇽 (Cabernet Sauvignon) 47%
스타일
Californian Bordeaux Blend
등급
Napa Valley AVA
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 로스트비프, 훈제오리, 파스타, 다양한 치즈 등과 잘 어울린다.
기타정보
*2014 빈티지: James Suckling 93점
수입사
씨에스알와인   "
wine,레드,핸드 인 핸드 그랑 레세르바,칠레,"생산자
비냐 마올라 Vina Maola
국가/생산지역
칠레(Chile)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
스타일
Chilean Cabernet Sauvignon
알코올
14~15 %
음용온도
16~18 ℃
추천음식
그릴하거나 로스트한 소고기와 잘 어울린다.
수입사
레뱅   "
wine,스파클링,"볼랭저, 알디",프랑스,"생산자
볼랭저 Bollinger
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 60%, 샤르도네 (Chardonnay) 40%
스타일
French Champagne
등급
Champagne AOC(AOP)
음용온도
6~8 ℃
추천음식
버섯 리조또, 가벼운 까나페, 치즈 (꽁떼 comte)와 잘 어울린다.
기타정보
*R.D.는 'Recently Disgorged(Recemment Degorge)'를 뜻하며, 오랜기간 숙성을 하다가 샴페인 출시 직전에 바로 '데고르쥬망(Degorgement)'을 한다는 뜻이다.
수입사
신동와인   "
wine,레드,"비네티 델 불투레, 피아노 델 체로",이탈리아,"생산자
비네티 델 불투레 Vigneti del Vulture
국가/생산지역
이탈리아(Italy) > 바실리카타(Basilicata)
주요품종
알리아니코 (Aglianico) 100%
스타일
Southern Italy Red
알코올
14.5 %
음용온도
16~18 ℃
추천음식
와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 양념이 된 치즈, 붉은 육류 등 고급 스테이크등과 함께하면 좋다.
기타정보
*2011 빈티지: Wine Spectator 91점
*2010 빈티지: Robert Parker 90점, 2015 Selection Mondiales des Vins Canada Gold Medal, 2014 IWSC 금메달
*2005 빈티지: 2011 코리아 와인 챌린지 금메달, 2011 International Wine & Spirit Competition 금메달
*2014, 2013 코리아 와인 챌린지 금메달
*2013 루카마로니 94점
*2011 베로네리 93점
수입사
(주)와이넬   "
wine,레드,"이모스, 피노 누아",미국,"생산자
이모스 Emos
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 몬터레이 카운티(Monterey County) > 산타 루치아 하이랜즈(Santa Lucia Highlands)
주요품종
피노 누아 (Pinot Noir)
스타일
Californian Pinot Noir
등급
Santa Lucia Highlands AVA
알코올
14~15 %
음용온도
14~16 ℃
추천음식
세이지, 허브 그레이비, 로즈메리, 크랜베리를 곁들인 미국 동부식 칠면조 요리, 닭요리와 잘 어울린다."
wine,스파클링,"크룩, 클로 드 앙보네이",프랑스,"생산자
크룩 Krug
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
French Champagne
숙성
셀러에서 15년 숙성
알코올
12~13 %
음용온도
8~10 ℃
추천음식
각종 고기, 향이 가미된 양고기, 오리 가슴살 또는 소고기 립, 훈연한 야채 등과 잘 어울린다."
wine,레드,판티니 까살레 베끼오 몬테풀치아노 다브루쪼,이탈리아,"생산자
판티니 그룹 Fantini Group
국가/생산지역
이탈리아(Italy) > 아브루쪼(Abruzzo)
주요품종
몬테풀치아노 (Montepulciano) 100%
스타일
Italian Montepulciano d'Abruzzo
등급
Montepulciano d'Abruzzo DOC(DOP)
음용온도
16~18 ℃
추천음식
그레이비 소스의 닭안심고르곤졸라 크림소스의 쇠고기 안심 파스타 등과 잘 어울린다.
기타정보
*2015 코리아 와인 챌린지(KWC) 동메달
*2014, 2012 코리아 와인 챌린지(KWC) Silver 메달
*2012 국제 소믈리에 올림픽, 제2회 아시아,오세아니아 소믈리에 경기대회 공식 만찬주
*이태리 '루카마로니'지 92점 (vint. 2010)
*이태리 VINITALY 2005 골드메달
*두에미라비니 2007 3 그라폴리
*영국 “INTERNATIONAL WINE CHALLENGE”2007 골드메달
*일본 “JAPAN WINE CHALLENGE”2007 은상
수입사
(주)와이넬   "
wine,화이트,"도멘 마뜨노 말라흐, 부르고뉴 오뜨 꼬뜨 드 본 블랑",프랑스,"생산자
도멘 마뜨노 말라흐 Domaine Martenot Mallard
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 본(Côte de Beaune) > 부르고뉴 오뜨 꼬뜨 드 본(Bourgogne Hautes Côtes de Beaune)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Burgundy Côte de Beaune White
양조
50%의 포도는 스테인리스 스틸에서 양조, 나머지 50%는 오크통 (25% 뉴오크) 에서 10개월 동안 양조
숙성
10개월 숙성
음용온도
8~10 ℃
수입사
타이거인터내셔날   "
wine,레드,"도미누스 에스테이트, 도미누스",미국,"생산자
도미누스 이스테이트 Dominus Estate
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 나파 밸리(Napa Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 83%, 카베르네 프랑 (Cabernet Franc) 9%, 메를로 (Merlot) 5%, 쁘띠 베르도 (Petit Verdot) 3%
스타일
Californian Bordeaux Blend
등급
Napa Valley AVA
음용온도
16~18 ℃
추천음식
비프 스테이크, 양고기 바베큐, 오리 꽁피 등과 잘 어울린다.
기타정보
*2017 빈티지: Robert Parker 97+점, Wine Spectator 95점
*2016 빈티지: Robert Parker 100점, James Suckling 98점
*2015 빈티지: Robert Parker 100점, James Suckling 98점
*2014 빈티지: Robert Parker 97점, James Suckling 98점
*2013 빈티지: Robert Parker 100점
*2012 빈티지: James Suckling 98점
*2010 빈티지: Robert Parker 100점
*2009 빈티지: James Suckling 98점
수입사
나라셀라   "
wine,레드,"로르나노, 키안티 클라시코 레제르바 '레 반디트'",이탈리아,"생산자
파토리아 로르나노 Fattoria Lornano
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 키안티 클라시코(Chianti Classico)
주요품종
산지오베제 (Sangiovese) 100%
스타일
Central Italy Red
등급
Chianti Classico DOCG(DOP)
숙성
French Oak Barrel 20 개월 숙성, 6 개월 병입 숙성 후 출시
알코올
14~15 %
음용온도
16~18 ℃
추천음식
오일 베이스 파스타, 트러플 요리 등 향이 진한 음식, 육향이 진한 스테이크 그리고 치즈 등과 잘 어울린다.
기타정보
*2020 Decanter World Wine Awards Gold Medal
*2019 Gilbert & Gaillard Gold
수입사
레뱅   올빈와인   "
wine,레드,"로버트 몬다비, 까베르네 소비뇽 리저브",미국,"생산자
로버트 몬다비 Robert Mondavi
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 오크빌(Oakville)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) , 카베르네 프랑 (Cabernet Franc) , 쁘띠 베르도 (Petit Verdot)
스타일
Californian Cabernet Sauvignon
등급
Oakville AVA
숙성
18개월 동안 프렌치 오크통에서 숙성, 75% new
알코올
14~15 %
음용온도
17~19 ℃
추천음식
어울리는 음식은 파스타를 비롯한 다양한 음식에 모두 다 잘 어울린다.
수입사
신동와인   "
wine,레드,"바틱, 메를로",슬로베니아,"생산자
바틱 Batic
국가/생산지역
슬로베니아(Slovenia) > 비파바(Vipava)
주요품종
메를로 (Merlot) 100%
음용온도
16~18 ℃
추천음식
붉은육류, 스테이크, 로스트비프, 불고기, 파스타, 다양한 치즈, 한국음식 등과 잘 어울린다.
기타정보
*바이오다이나믹(Demeter)
*마세레이티드 와인
*17개월 오크통, 발효 및 침용(껍질, 씨)"
wine,레드,샤또 데 뚜르 그랑드 리저브 꼬뜨 뒤 론,프랑스,"생산자
샤또 하야스 Chateau Rayas
국가/생산지역
프랑스(France) > 론(Rhone) > 꼬뜨 뒤 론(Côtes du Rhone)
주요품종
블렌드 (Blend )
알코올
14~15 %
음용온도
16~19 ℃
추천음식
양고기, 파스타, 갈비, 바베큐, 치즈, 살라미 등과 잘 어울린다."
wine,화이트,샤토 디켐,프랑스,"생산자
샤또 디켐 Chateau d'Yquem - Premier Cru Supèrieur
국가/생산지역
프랑스(France) > 보르도(Bordeaux) > 소테른(Sauternes)
주요품종
세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)
스타일
Bordeaux Sauternes
등급
Sauternes AOC(AOP), Premier Cru Supérieur(특등급)
숙성
100% 새 오크에서 24개월간 숙성
알코올
13~14 %
음용온도
8~10 ℃
추천음식
푸아그라, 블루 치즈, 초콜렛 등과 잘 어울린다.
기타정보
*Soil: Alluvial, Clay, Lime Stone"
wine,스파클링,"샴페인 드라피에, 콰투아",프랑스,"생산자
샴페인 드라피에 Champagne Drappier
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
아르반 (Arbanne) 25%, 쁘띠 메슬리에 (Petit Meslier ) 25%, 피노 블랑 (Pinot Blanc) 25%, 샤르도네 (Chardonnay) 25%
스타일
French Champagne
등급
Champagne AOC(AOP)
알코올
12~13 %
음용온도
6~8 ℃
추천음식
알리오 올리오 파스타, 송아지 카르파쵸, 연어 스테이크, 치즈 등과 잘 어울린다.
수입사
씨에스알와인   "
wine,스파클링,"샴페인 미쉘 고네, 블랑 드 블랑 그랑 크뤼 꿰르 드 메닐",프랑스,"생산자
샴페인 미쉘 고네 Michel Gonet & Fils
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne) > 꼬뜨 데 블랑(Côte des Blancs)
주요품종
샤르도네 (Chardonnay) 100%
스타일
French Champagne
등급
Champagne AOC(AOP)
양조
그랑크뤼 지역 Le Mesnil Sur Oger의 그랑 크뤼 포도밭의 고목에서 수확, 스테인리스통에서 12-13℃ 저온발효
숙성
lees와 함께 병입되어 102개월의 숙성
알코올
12~13 %
음용온도
8~10 ℃
기타정보
*2010 빈티지 - Bettane et Desseauve : 16 / 20
수입사
타이거인터내셔날   "
wine,화이트,섭스턴스 소비뇽 블랑,미국,"생산자
하우스 오브 스미스 House of Smith
국가/생산지역
미국(U.S.A) > 워싱턴(Washington State) > 콜롬비아 밸리(Columbia Valley)
주요품종
소비뇽 블랑 (Sauvignon Blanc)
스타일
Washington State Sauvignon Blanc
양조
야생효모를 사용
알코올
13~14 %
음용온도
10~12 ℃
추천음식
회, 스시, 연어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.
수입사
롯데칠성음료   "
wine,레드,"슈미트 숀, 돈펠더 라인헤센",독일,"생산자
슈미트 숀 Schmitt Sohne
국가/생산지역
독일(Germany) > 라인헤센(Rheinhessen)
주요품종
돈펠더 (Dornfelder)
스타일
German Dornfelder
알코올
9 %
음용온도
6~8 ℃
추천음식
육류, 매콤한 한국음식 등과 잘 어울린다.
기타정보
*라인헤센 돈펠더 100% 스위트 레드 와인이며 테이블 와인으로 인기있는 와인
수입사
레뱅   "
wine,레드,"스프링필드, 워크 오브 타임",남아프리카,"생산자
스프링필드 에스테이트 Springfield Estate
국가/생산지역
남아프리카(South Africa) > 브리드 리버 밸리(Breede River Valley) > 로버트슨(Robertson)
주요품종
메를로 (Merlot) 40%, 카베르네 프랑 (Cabernet Franc) 23%, 카베르네 소비뇽 (Cabernet Sauvignon) 21%, 쁘띠 베르도 (Petit Verdot) 16%
음용온도
16~18 ℃
추천음식
치즈 및 육류와 잘 어울린다."
wine,레드,"실버 오크, 알렉산더 밸리 까베르네 소비뇽",미국,"생산자
실버 오크 Silver Oak Winery
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 알렉산더 밸리(Alexander Valley)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 98%, 메를로 (Merlot) 2%
스타일
Californian Cabernet Sauvignon
등급
Alexander Valley AVA
알코올
13~14 %
음용온도
16~18 ℃
추천음식
고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈 등과 잘 어울린다.
기타정보
*2015 빈티지: Decanter 92점
*2013 빈티지: Decanter 94점, Wine Spectator 90점
*2018 Wine & Spirits No.1 까베르네소비뇽선정!
수입사
하이트진로   "
wine,화이트,"아리온, 모스카토 다스티",이탈리아,"생산자
아리오네 Arione
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 아스티(Asti)
주요품종
모스카토 (Moscato ) 100%
등급
Moscato d’Asti DOCG(DOP)
알코올
5~6 %
음용온도
8~10 ℃
추천음식
초콜렛 케익, 푸레쉬한 과일, 비스켓 등 디저트와 잘 어울리는 와인이다.
기타정보
*Diploma di Gran Menzine(10) in Vinitaly, 2011
*Decanter, 5 Stars Drinks Business
수입사
무학주류상사   "
wine,화이트,"아마이나, 가든 블렌드 화이트",칠레,"생산자
아마이나 Amayna
국가/생산지역
칠레(Chile) > 아콩카구아(Aconcagua) > 산 안토니오 밸리(San Antonio Valley)
주요품종
리슬링 (Riesling) , 루산느 (Roussanne) , 비오니에 (Viognier) , 소비뇽 그리 (Sauvignon Gris)
알코올
13~14 %
음용온도
8~10 ℃
추천음식
생선, 해산물과 잘 어울린다.
기타정보
* Descorchados(데스콜차도스) 2022- 94pts(2019)"
wine,레드,"엘레베, 시라 그르나슈",프랑스,"생산자
엘레베 Eleve
국가/생산지역
프랑스(France) > 서던 프랑스(Southern France) > 랑그독 루씨용(Languedoc Roussillon)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 50%, 그르나슈 (Grenache) 50%
스타일
Languedoc-Roussillon Red
알코올
13~14 %
음용온도
15~17 ℃
추천음식
소고기, 바비큐 요리, 파스타, 초콜릿이 들어간 디저트류 등과 잘 어울린다.
수입사
에노테카코리아   "
wine,화이트,이그렉 디켐,프랑스,"생산자
샤또 디켐 Chateau d'Yquem - Premier Cru Supèrieur
국가/생산지역
프랑스(France) > 보르도(Bordeaux)
주요품종
세미용 (Semillon) , 소비뇽 블랑 (Sauvignon Blanc)
스타일
Bordeaux Sauternes
등급
Bordeaux AOC(AOP)
알코올
13~14 %
음용온도
8~10 ℃
추천음식
돼지고기, 바비큐, 참치, 연어, 치킨, 다양한 치즈, 하몽, 프로슈토, 살라미, 파스타 등과 잘 어울린다."
